e,country,city,line,start_year,end_year,length,tunnel_per,stations,cost,currency,year,real_cost,cost_km_millions
7339.0,BR,Sao Paulo,Line 5 extension,2010.0,2019.0,12.0,100.0,11.0,6900.0,BRL,2014.0,3795,316.25
7344.0,BR,Salvador,Lines 1-2,2000.0,2017.0,33.0,4.0,20.0,4800.0,BRL,2012.0,2976,90.18181818
7345.0,PA,Panama City,Line 1,2010.0,2014.0,13.7,53.0,12.0,2009.0,USD,2012.0,3495.66,255.1576642
7346.0,PA,Panama City,Line 2,2015.0,2019.0,21.0,0.0,16.0,2130.0,USD,2017.0,4281.3,203.8714286
7347.0,PA,Panama City,Line 3,2020.0,2024.0,26.7,0.0,14.0,2507.0,USD,2020.0,5214.56,195.3018727
7352.0,PH,Manila,Line 9,2019.0,2025.0,28.3,100.0,13.0,356960.0,PHP,2022.0,19632.8,693.7385159
7353.0,PH,Manila,Line 7,2015.0,2021.0,22.8,15.0,14.0,69300.0,PHP,2018.0,3811.5,167.1710526
7354.0,PH,Manila,Line 5,2019.0,2025.0,11.0,100.0,10.0,2500.0,USD,2022.0,6650,604.5454545
7355.0,PH,Manila,Line 4,2021.0,2025.0,15.6,0.0,11.0,59300.0,PHP,2023.0,3261.5,209.0705128
7360.0,AT,Vienna,Line 2 extension,2010.0,2013.0,4.2,0.0,3.0,320.0,EUR,2012.0,416,99.04761905
7361.0,AT,Vienna,Line 1 extension,2012.0,2017.0,4.7,57.0,5.0,600.0,EUR,2015.0,780,165.9574468
7362.0,AT,Vienna,U2/U5 cross,2019.0,2029.0,9.0,100.0,11.0,2200.0,EUR,2023.0,2860,317.7777778
7363.0,IN,Kochi,Metro,2013.0,2017.0,13.0,0.0,11.0,51810.0,INR,2015.0,2694.12,207.24
7368.0,IN,Delhi,Phase 3,2012.0,2020.0,160.6,33.0,109.0,410790.0,INR,2016.0,20539.5,127.892279
7369.0,IN,Delhi,Phase 4 first half,2019.0,2025.0,61.7,36.0,46.0,249487.0,INR,2022.0,11725.8655,190.0464425
7370.0,IN,Delhi,Phase 4 second half,2019.0,2025.0,42.3,35.0,43.0,215364.0,INR,2022.0,10122.0845,239.2927778
7371.0,IR,Tehran,Line 3 extension to SW,2012.0,2014.0,12.0,100.0,11.0,20000000.0,IRR,2013.0,2400,200.0
7376.0,IR,Tehran,Line 6,2015.0,2020.0,31.0,100.0,29.0,90000000.0,IRR,2017.0,5760,185.8064516
7377.0,IR,Tehran,Line 7,2015.0,2019.0,27.0,100.0,25.0,90000000.0,IRR,2017.0,5760,213.3333333
7378.0,ES,Madrid,1995-98 program,1995.0,1998.0,56.0,68.0,37.0,1579.0,EUR,1997.0,1973.75,35.24553571
7379.0,ES,Madrid,1999-2003 program,1999.0,2003.0,75.0,77.0,39.0,3157.0,EUR,2001.0,3946.25,52.61666667
7384.0,PT,Lisbon,Circular line,2021.0,2023.0,2.0,100.0,2.0,216.0,EUR,2021.0,280.8,140.4
7385.0,PT,Porto,"Pink line, yellow line",2019.0,2023.0,6.0,47.0,7.0,308.0,EUR,2021.0,400.4,66.73333333
7386.0,ES,Madrid,Eje Transversal,2020.0,2028.0,10.5,100.0,4.0,760.0,EUR,2024.0,988,94.0952381
7387.0,ES,Madrid,Line 2 extension,2008.0,2011.0,4.6,100.0,4.0,315.0,EUR,2010.0,409.5,89.02173913
7392.0,ES,Madrid,Line 9 extension,2009.0,2015.0,3.0,100.0,2.0,191.0,EUR,2012.0,248.3,82.76666667
7393.0,EC,Quito,Metro,2012.0,2019.0,22.9,100.0,15.0,2010.0,USD,2016.0,3819,166.768559
7394.0,ES,Madrid,Chamartin-Atocha tunnel,2003.0,2008.0,7.5,100.0,3.0,550.0,EUR,2006.0,687.5,91.66666667
7395.0,FR,Paris,Line 14,1993.0,2007.0,9.2,100.0,9.0,1211.0,EUR,2004.0,1514,164.5652174
7400.0,CA,Toronto,Sheppard,1994.0,2002.0,5.5,100.0,5.0,1000.0,CAD,1998.0,810,147.2727273
7401.0,CA,Montreal,Laval extension,2001.0,2007.0,5.2,100.0,3.0,745.0,CAD,2004.0,603.45,116.0480769
7402.0,DE,Karlsruhe,Kombilösung,2010.0,2021.0,4.8,100.0,6.0,1457.0,EUR,2016.0,1894.49,394.6854167
7403.0,DE,Dusseldorf,Wehrhahn Line,2007.0,2016.0,3.4,100.0,6.0,929.0,EUR,2012.0,1207.7,355.2058824
7408.0,US,New York,7 extension,2007.0,2014.0,1.6,100.0,1.0,2400.0,USD,2011.0,2400,1500.0
7409.0,US,New York,Second Avenue Phase 1,2007.0,2016.0,2.7,100.0,3.0,4450.0,USD,2012.0,4450,1648.148148
7410.0,US,New York,Second Avenue Phase 2,2019.0,2029.0,2.6,100.0,3.0,6390.0,USD,2024.0,6390,2457.692308
7411.0,US,New York,East Side Access,2007.0,2022.0,2.8,100.0,1.0,11000.0,USD,2015.0,11000,3928.571429
7416.0,US,New York,Gateway,2019.0,2026.0,5.3,100.0,0.0,9500.0,USD,2023.0,9500,1792.45283
7417.0,UK,London,Crossrail,2009.0,2021.0,21.0,100.0,8.0,13328.0,GBP,2015.0,18659.2,888.5333333
7418.0,FR,Paris,Line 4 to Bagneux,2014.0,2021.0,1.8,100.0,2.0,380.0,EUR,2011.0,494,274.4444444
7419.0,FR,Paris,RER E extension,2018.0,2022.0,8.0,100.0,2.0,1800.0,EUR,2012.0,2340,292.5
7424.0,FR,Paris,Line 4 to Montrouge,2008.0,2013.0,1.5,100.0,1.0,185.0,EUR,2010.0,240.89,160.5933333
7425.0,FR,Paris,Line 8 to Pointe-du-Lac,2007.0,2011.0,1.3,0.0,1.0,83.0,EUR,2005.0,103.75,79.80769231
7426.0,FR,Paris,Line 13 to Courtilles,2005.0,2008.0,1.9,100.0,2.0,158.0,EUR,2006.0,197.5,103.9473684
7427.0,FR,Paris,Line 12 to Front Populaire,2007.0,2012.0,1.5,100.0,1.0,295.0,EUR,2009.0,383.5,255.6666667
7432.0,FR,Paris,Line 11,2016.0,2023.0,5.4,90.0,6.0,1084.0,EUR,2014.0,1409.2,260.962963
7433.0,IL,Tel Aviv,Red Line,2015.0,2022.0,24.0,50.0,34.0,17600.0,NIS,2018.0,4716.8,196.5333333
7434.0,IL,Tel Aviv,Green Line,2018.0,2024.0,38.6,12.0,62.0,20000.0,NIS,2020.0,5360,138.8601036
7435.0,NZ,Auckland,City Rail Link,2013.0,2024.0,3.5,100.0,4.0,4419.0,NZD,2018.0,2991.663,854.7608571
7440.0,DE,Hamburg,U4 to HafenCity U,2007.0,2012.0,3.9,100.0,2.0,326.0,EUR,2009.0,424.19,108.7666667
7441.0,DE,Hamburg,U4 to Elbbrücken,2014.0,2018.0,1.3,100.0,1.0,178.0,EUR,2016.0,231.4,178.0
7442.0,DE,Hamburg,U4 to Dannerallee,2020.0,2020.0,2.6,100.0,3.0,511.0,EUR,2019.0,664.3,255.5
7443.0,ES,Barcelona,L3 to Trinitat Nova,2001.0,2008.0,1.9,100.0,2.0,151.0,EUR,2004.0,188.75,99.34210526
7448.0,ES,Barcelona,Terrassa tunnel,2008.0,2015.0,4.5,100.0,3.0,401.0,EUR,2011.0,521.3,115.8444444
7449.0,ES,Barcelona,Sabadell tunnel,2006.0,2017.0,4.4,100.0,4.0,430.0,EUR,2011.0,559,127.0454545
7450.0,ES,Barcelona,L2 to Badalona,2006.0,2010.0,0.7,100.0,1.0,70.0,EUR,2008.0,87.5,125.0
7451.0,ES,Barcelona,L5 to Vall d'Hebron,2007.0,2010.0,2.5,100.0,3.0,320.0,EUR,2008.0,400,160.0
7456.0,ES,Barcelona,L9/10,2003.0,2026.0,47.8,91.0,52.0,5954.0,EUR,2014.0,7740.2,161.9288703
7457.0,ES,Bilbao,Line 3,2007.0,2016.0,5.9,95.0,7.0,279.0,EUR,2011.0,362.7,61.47457627
7458.0,ES,Seville,Line 1,2003.0,2009.0,18.2,64.0,22.0,892.0,EUR,2006.0,1115,61.26373626
7459.0,ES,Malaga,Lines 1-2,2006.0,2014.0,11.3,81.0,17.0,870.0,EUR,2010.0,1131,100.0884956
7464.0,BD,Dhaka,Line 6,2015.0,2021.0,20.0,0.0,16.0,220000.0,BDT,2018.0,7040,352.0
7465.0,BD,Dhaka,Line 1,2020.0,2026.0,31.2,64.0,19.0,525610.0,BDT,2023.0,16819.52,539.0871795
7466.0,BD,Dhaka,Line 5,2020.0,2028.0,19.6,70.0,14.0,412380.0,BDT,2024.0,13196.16,673.2734694
7467.0,ID,Jakarta,MRT first phase,2013.0,2019.0,15.7,38.0,13.0,13776070.0,IDR,2016.0,2934.30291,186.8982745
7472.0,FR,Lyon,Line A to Vaulx,2005.0,2007.0,1.0,100.0,1.0,53.0,EUR,2006.0,66.25,66.25
7473.0,FR,Lyon,Line B to Oullins,2009.0,2013.0,1.8,100.0,1.0,222.0,EUR,2011.0,288.6,160.3333333
7474.0,FR,Lyon,Line B to Hospital-Sud,2017.0,2023.0,2.5,100.0,2.0,394.0,EUR,2020.0,512.2,204.88
7475.0,PK,Lahore,Orange Line,2015.0,2020.0,27.1,6.0,26.0,183000.0,PKR,2017.0,6039,222.8413284
7480.0,TH,Bangkok,Sukhumvit Line to Kheka,2012.0,2018.0,12.8,0.0,9.0,21904.0,THB,2007.0,1905.648,148.87875
7481.0,TH,Bangkok,Sukhumvit Line to Khu Khot,2015.0,2020.0,19.0,0.0,16.0,58862.0,THB,2017.0,4767.822,250.938
7482.0,TH,Bangkok,Blue Line extension,2011.0,2020.0,26.9,20.0,19.0,71687.0,THB,2015.0,5806.647,215.8604833
7483.0,TH,Bangkok,Brown Line,2020.0,2020.0,22.1,0.0,18.0,48386.0,THB,2020.0,3919.266,177.3423529
7488.0,TH,Bangkok,Pink Line,2017.0,2022.0,34.5,0.0,30.0,56725.0,THB,2019.0,4594.725,133.1804348
7489.0,TH,Bangkok,Yellow Line,2017.0,2022.0,30.4,0.0,23.0,54768.0,THB,2019.0,4436.208,145.9278947
7490.0,TH,Bangkok,Orange Line,2017.0,2025.0,35.9,75.0,28.0,235320.0,THB,2021.0,19060.92,530.9448468
7491.0,TH,Chiang Mai,Red Line,2022.0,2027.0,15.8,46.0,12.0,27000.0,THB,2024.0,2187,138.4177215
